"ID";"Active";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Quantity"
"2202014";"1";"0.0";;;"15"
"2202081";"1";"0.0";;;"12"
"2202026";"1";"0.0";;;"15"
"2202052";"1";"0.0";;;"14"
"2202049";"1";"0.0";;;"14"
"2202041";"1";"0.0";;;"16"
"2202033";"1";"0.0";;;"16"
"2202044";"1";"0.0";;;"11"
"2202056";"1";"0.0";;;"16"
"2202008";"1";"0.0";;;"17"
"2202005";"1";"0.0";;;"15"
"2202087";"1";"0.0";;;"16"
"2202086";"1";"0.0";;;"16"
"2202084";"1";"0.0";;;"18"
"2202090";"1";"0.0";;;"16"
"2202029";"1";"0.0";;;"14"
"2202050";"1";"0.0";;;"17"
"2202032";"1";"0.0";;;"15"
"2202025";"1";"0.0";;;"15"
"2202092";"1";"0.0";;;"17"
"2202093";"1";"0.0";;;"18"
"2202017";"1";"0.0";;;"16"
"2202083";"1";"0.0";;;"12"
"2202088";"1";"0.0";;;"19"
"2202027";"1";"0.0";;;"21"
"2202024";"1";"0.0";;;"22"
"2202060";"1";"0.0";;;"18"
"2202089";"1";"0.0";;;"13"
"2202031";"1";"0.0";;;"16"
"2202080";"1";"0.0";;;"11"
"2202018";"1";"0.0";;;"20"
"2202085";"1";"0.0";;;"18"
"2202073";"1";"0.0";;;"18"
"2240225";"1";"0.0";;;"20"
"2240256";"1";"0.0";;;"20"
"2240218";"1";"0.0";;;"30"
"2240287";"1";"0.0";;;"30"
"2230749";"1";"0.0";;;"48"
"2230701";"1";"0.0";;;"76"
"2122310";"1";"0.0";;;"137"
"2157200";"1";"0.0";;;"20"
"2432110";"1";"0.0";;;"50"
"2432120";"1";"0.0";;;"50"
"2432130";"1";"0.0";;;"24"
"2432150";"1";"0.0";;;"42"
"2432140";"1";"0.0";;;"29"
"2432160";"1";"0.0";;;"50"
"2510230";"0";"0.0";;;"20"
"2510115";"0";"0.0";;;"40"
"2510245";"0";"0.0";;;"40"
"2510110";"0";"0.0";;;"0"
"2510105";"0";"0.0";;;"0"
"2510255";"0";"0.0";;;"10"
"2510250";"0";"0.0";;;"0"
"2510240";"0";"0.0";;;"0"
"2510235";"0";"35.0";;;"40"
"2511230";"0";"0.0";;;"0"
"2511210";"0";"0.0";;;"0"
"2511200";"0";"0.0";;;"0"
"2511220";"0";"0.0";;;"0"
"2531500";"0";"0.0";;;"0"
"2531600";"0";"0.0";;;"0"
"2548500";"0";"0.0";;;"0"
"2291100";"0";"0.0";;;"0"
"2240286";"1";"0.0";;;"30"
"2529300";"0";"0.0";;;"0"
"2551200";"0";"0.0";;;"0"
"2291300";"0";"0.0";;;"0"
"2573500";"0";"0.0";;;"0"
"2573600";"0";"0.0";;;"0"
"2573700";"0";"0.0";;;"0"
"2230586";"1";"0.0";;;"11"
"2230686";"1";"0.0";;;"28"
"2573800";"0";"0.0";;;"0"
"2574100";"0";"0.0";;;"0"
"2574300";"0";"0.0";;;"0"
"2230386";"1";"0.0";;;"30"
"2291200";"0";"0.0";;;"36"
"2291400";"0";"0.0";;;"36"
"2291800";"0";"0.0";;;"36"
"2530500";"0";"0.0";;;"36"
"2220200";"0";"0.0";;;"36"
"2290100";"0";"0.0";;;"50"
"2541205";"0";"0.0";;;"0"
"2541200";"0";"20.0";;;"50"
"2459200";"0";"20.0";;;"50"
"2510005";"0";"0.0";;;"0"
"2510006";"0";"0.0";;;"0"
"2510015";"0";"0.0";;;"0"
"2510035";"0";"0.0";;;"0"
"2510030";"0";"0.0";;;"0"
"2510010";"0";"0.0";;;"0"
"2510025";"0";"0.0";;;"0"
"2510130";"0";"20.0";;;"0"
"2700230";"0";"0.0";;;"0"
"2700250";"0";"0.0";;;"0"
"2700255";"0";"0.0";;;"0"
"2700245";"0";"35.0";;;"0"
"2700265";"1";"0.0";;;"43"
"2510260";"0";"0.0";;;"0"
"2510265";"0";"0.0";;;"0"
"2510270";"0";"0.0";;;"0"
"2510275";"0";"0.0";;;"0"
"2510070";"0";"0.0";;;"12"
"2510065";"0";"0.0";;;"40"
"2510060";"0";"0.0";;;"40"
"2576210";"0";"0.0";;;"50"
"2510050";"0";"35.0";;;"0"
"2510045";"0";"35.0";;;"0"
"2510055";"0";"0.0";;;"0"
"2510040";"0";"0.0";;;"0"
"2700225";"0";"35.0";;;"0"
"2700220";"0";"20.0";;;"0"
"2700280";"0";"35.0";;;"0"
"2700275";"0";"35.0";;;"0"
"2700215";"0";"35.0";;;"0"
"2700210";"0";"35.0";;;"0"
"2700205";"0";"35.0";;;"0"
"2510120";"0";"20.0";;;"0"
"2510020";"0";"0.0";;;"0"
"2459000";"0";"20.0";;;"50"
"2459100";"0";"20.0";;;"50"
"2459165";"0";"35.0";;;"50"
"2510150";"0";"0.0";;;"0"
"2510155";"0";"0.0";;;"0"
"2510160";"0";"0.0";;;"0"
"2700270";"0";"20.0";;;"0"
"2510175";"0";"60.00";;;"0"
"2510180";"0";"60.00";;;"0"
"2510205";"0";"0.0";;;"0"
"2510210";"0";"0.0";;;"0"
"2510215";"0";"0.0";;;"0"
"2510135";"0";"0.0";;;"0"
"2510140";"0";"0.0";;;"0"
"2510145";"0";"0.0";;;"0"
"2510165";"0";"35.0";;;"0"
"2797702";"0";"0.0";;;"0"
"2454050";"0";"50.0";;;"0"
"2424150";"0";"60.00";;;"0"
"2423900";"0";"60.00";;;"0"
"2424050";"0";"60.00";;;"0"
"2628050";"1";"50.0";"2016-09-22";"2017-01-01";"27"
"2423850";"0";"60.00";;;"0"
"2630250";"1";"50.0";"2016-09-22";"2017-01-01";"34"
"2636350";"1";"50.0";;;"25"
"2634350";"0";"30.00";;;"0"
"2629350";"1";"50.0";"2016-09-22";"2017-01-01";"9"
"2399010";"1";"50.0";"2016-10-01";"2017-01-31";"3"
"2399020";"0";"50.0";;;"0"
"2399040";"0";"60.00";;;"37"
"2611100";"0";"60.00";;;"0"
"2419300";"0";"60.00";;;"0"
"2418800";"0";"60.00";;;"0"
"2629250";"1";"50.0";"2016-09-22";"2017-01-01";"43"
"2157800";"1";"0.0";;;"1"
"2157300";"0";"0.0";;;"0"
"2361010";"1";"0.0";;;"23"
"2361005";"1";"0.0";;;"30"
"2237300";"1";"0.0";;;"30"
"2361015";"1";"0.0";;;"20"
"2361020";"1";"0.0";;;"25"
"2361000";"1";"0.0";;;"28"
"2237602";"1";"0.0";;;"22"
"2237702";"1";"0.0";;;"25"
"2237402";"1";"0.0";;;"42"
"2237302";"1";"0.0";;;"16"
"2237502";"1";"0.0";;;"20"
"2600327";"0";"30.00";;;"0"
"2600326";"0";"30.00";;;"0"
"2600325";"0";"30.00";;;"0"
"2600328";"0";"30.00";;;"0"
"2600317";"1";"50.0";"2016-09-22";"2017-01-01";"73"
"2600318";"1";"50.0";"2016-09-22";"2017-01-01";"63"
"2600315";"1";"50.0";"2016-09-22";"2017-01-01";"71"
"2600316";"1";"50.0";"2016-09-22";"2017-01-01";"74"
"2600307";"1";"50.0";"2016-09-22";"2017-01-01";"65"
"2600308";"1";"50.0";"2016-09-22";"2017-01-01";"22"
"2600306";"1";"50.0";"2016-09-22";"2017-01-01";"118"
"2600305";"1";"50.0";"2016-09-22";"2017-01-01";"109"
"2600410";"0";"0.0";;;"0"
"2600420";"0";"25.0";;;"0"
"2600415";"0";"30.00";;;"0"
"2600455";"0";"0.0";;;"0"
"2600465";"0";"0.0";;;"0"
"2600470";"0";"0.0";;;"0"
"2600435";"0";"0.0";;;"0"
"2600430";"0";"25.0";;;"0"
"2600425";"0";"0.0";;;"0"
"2600520";"0";"0.0";;;"0"
"2600515";"0";"0.0";;;"0"
"2600510";"0";"0.0";;;"0"
"2600525";"0";"0.0";;;"0"
"2700705";"0";"50.0";;;"0"
"2600480";"0";"0.0";;;"0"
"2600485";"0";"0.0";;;"0"
"2600210";"0";"0.0";;;"0"
"2600215";"0";"0.0";;;"0"
"2600205";"0";"0.0";;;"0"
"2600245";"0";"0.0";;;"0"
"2600235";"0";"0.0";;;"0"
"2600240";"0";"0.0";;;"0"
"2627830";"0";"50.0";;;"0"
"2627860";"0";"50.0";;;"0"
"2627810";"0";"0.0";;;"0"
"2627800";"0";"50.0";;;"0"
"2635450";"0";"40.0";;;"0"
"2586731";"1";"0.0";;;"34"
"2586756";"1";"0.0";;;"12"
"2586726";"0";"0.0";;;"0"
"2586784";"1";"0.0";;;"20"
"2381495";"1";"0.0";;;"48"
"2381460";"1";"0.0";;;"45"
"2381490";"1";"0.0";;;"43"
"2381475";"1";"0.0";;;"46"
"2381470";"1";"0.0";;;"25"
"2381465";"1";"0.0";;;"48"
"2381455";"1";"0.0";;;"44"
"2381450";"1";"0.0";;;"14"
"2381480";"1";"0.0";;;"29"
"2381485";"1";"0.0";;;"23"
"2381695";"1";"0.0";;;"29"
"2381660";"1";"0.0";;;"23"
"2381690";"1";"0.0";;;"30"
"2381675";"1";"0.0";;;"30"
"2381670";"1";"0.0";;;"29"
"2381665";"1";"0.0";;;"26"
"2381655";"1";"0.0";;;"26"
"2381650";"1";"0.0";;;"29"
"2381680";"1";"0.0";;;"31"
"2381685";"1";"0.0";;;"29"
"2381645";"1";"0.0";;;"19"
"2381610";"1";"0.0";;;"19"
"2381640";"1";"0.0";;;"29"
"2381625";"1";"0.0";;;"19"
"2381620";"1";"0.0";;;"20"
"2381615";"1";"0.0";;;"18"
"2381605";"1";"0.0";;;"60"
"2381600";"1";"0.0";;;"26"
"2381630";"1";"0.0";;;"20"
"2381635";"1";"0.0";;;"20"
"2381440";"1";"0.0";;;"30"
"2381420";"1";"0.0";;;"28"
"2381415";"1";"0.0";;;"24"
"2381400";"1";"0.0";;;"22"
"2381430";"1";"0.0";;;"26"
"2381445";"1";"0.0";;;"29"
"2381410";"1";"0.0";;;"29"
"2381425";"1";"0.0";;;"19"
"2381405";"1";"0.0";;;"25"
"2381435";"1";"0.0";;;"31"
"2381745";"1";"0.0";;;"32"
"2381710";"1";"0.0";;;"31"
"2381740";"1";"0.0";;;"30"
"2381725";"1";"0.0";;;"33"
"2381720";"1";"0.0";;;"31"
"2381715";"1";"0.0";;;"22"
"2381705";"1";"0.0";;;"30"
"2381700";"1";"0.0";;;"30"
"2381730";"1";"0.0";;;"32"
"2381735";"1";"0.0";;;"33"
"2381795";"1";"0.0";;;"22"
"2381760";"0";"0.0";;;"0"
"2381790";"1";"0.0";;;"20"
"2381775";"1";"0.0";;;"21"
"2381770";"1";"0.0";;;"20"
"2381765";"1";"0.0";;;"18"
"2381755";"1";"0.0";;;"22"
"2381750";"1";"0.0";;;"25"
"2381780";"1";"0.0";;;"25"
"2381785";"1";"0.0";;;"24"
"2381845";"1";"0.0";;;"12"
"2381810";"1";"0.0";;;"20"
"2381840";"1";"0.0";;;"20"
"2381825";"1";"0.0";;;"20"
"2381820";"1";"0.0";;;"8"
"2381815";"1";"0.0";;;"14"
"2381805";"1";"0.0";;;"14"
"2381800";"1";"0.0";;;"10"
"2381830";"1";"0.0";;;"20"
"2381835";"1";"0.0";;;"27"
"2024204";"1";"0.0";;;"41"
"2024304";"1";"0.0";;;"50"
"2024404";"1";"0.0";;;"31"
"2024504";"1";"0.0";;;"29"
"2024604";"1";"0.0";;;"29"
"2024214";"0";"0.0";;;"0"
"2024314";"0";"0.0";;;"0"
"2024414";"0";"0.0";;;"0"
"2024514";"0";"0.0";;;"0"
"2024614";"0";"0.0";;;"0"
"2024201";"1";"0.0";;;"20"
"2024301";"1";"0.0";;;"20"
"2024401";"1";"0.0";;;"20"
"2024501";"1";"0.0";;;"30"
"2024601";"1";"0.0";;;"20"
"2024239";"0";"0.0";;;"50"
"2024339";"0";"0.0";;;"50"
"2024439";"0";"0.0";;;"50"
"2024539";"0";"0.0";;;"50"
"2024639";"0";"0.0";;;"30"
"2024235";"1";"0.0";;;"19"
"2024335";"1";"0.0";;;"29"
"2024435";"1";"0.0";;;"20"
"2024535";"1";"0.0";;;"20"
"2024635";"1";"0.0";;;"20"
"2024284";"1";"0.0";;;"20"
"2024384";"1";"0.0";;;"20"
"2024484";"1";"0.0";;;"16"
"2024584";"1";"0.0";;;"20"
"2024684";"1";"0.0";;;"20"
"2024241";"1";"0.0";;;"20"
"2024341";"1";"0.0";;;"20"
"2024441";"1";"0.0";;;"20"
"2024541";"1";"0.0";;;"20"
"2024641";"1";"0.0";;;"30"
"2024256";"1";"0.0";;;"20"
"2024356";"1";"0.0";;;"20"
"2024456";"1";"0.0";;;"20"
"2024556";"1";"0.0";;;"20"
"2024656";"1";"0.0";;;"20"
"2024200";"1";"0.0";;;"30"
"2024300";"1";"0.0";;;"20"
"2024400";"1";"0.0";;;"20"
"2024500";"1";"0.0";;;"20"
"2024600";"1";"0.0";;;"20"
"2024287";"1";"0.0";;;"20"
"2024387";"1";"0.0";;;"22"
"2024487";"1";"0.0";;;"28"
"2024587";"1";"0.0";;;"34"
"2024687";"1";"0.0";;;"20"
"2024237";"0";"0.0";;;"50"
"2024337";"0";"0.0";;;"50"
"2024437";"0";"0.0";;;"50"
"2024537";"0";"0.0";;;"50"
"2024637";"0";"0.0";;;"30"
"2024211";"1";"0.0";;;"20"
"2024311";"1";"0.0";;;"20"
"2024411";"1";"0.0";;;"20"
"2024511";"1";"0.0";;;"22"
"2024611";"1";"0.0";;;"20"
"2636550";"1";"50.0";;;"40"
"2615850";"0";"35.0";;;"0"
"2620050";"0";"60.00";;;"0"
"2635650";"0";"40.0";;;"0"
"2634850";"0";"60.00";;;"0"
"2634100";"1";"50.0";;;"47"
"2635350";"0";"30.00";;;"0"
"2634750";"0";"50.0";;;"0"
"2611150";"0";"50.0";;;"0"
"2635750";"0";"50.0";;;"0"
"2628250";"0";"20.0";;;"0"
"2600180";"0";"50.0";;;"0"
"2630550";"0";"40.0";;;"0"
"2636650";"0";"30.00";;;"0"
"2700710";"0";"0.0";;;"0"
"2700715";"1";"0.0";;;"45"
"2438800";"1";"0.0";;;"24"
"2438700";"1";"0.0";;;"30"
"2438400";"1";"0.0";;;"30"
"2406260";"0";"0.0";;;"0"
"2127600";"0";"0.0";;;"0"
"2126300";"0";"0.0";;;"1"
"2438600";"0";"0.0";;;"0"
"2640500";"0";"30.00";;;"0"
"2642350";"0";"50.0";;;"0"
"2640650";"0";"50.0";;;"0"
"2640750";"0";"35.0";;;"0"
"2024291";"0";"0.0";;;"50"
"2024391";"0";"0.0";;;"50"
"2024491";"0";"0.0";;;"50"
"2024591";"0";"0.0";;;"50"
"2024691";"0";"0.0";;;"30"
"2024290";"0";"0.0";;;"50"
"2024390";"0";"0.0";;;"50"
"2024490";"0";"0.0";;;"50"
"2024590";"0";"0.0";;;"50"
"2024690";"0";"0.0";;;"30"
"2459205";"0";"0.0";;;"18"
"2459215";"0";"0.0";;;"50"
"2459210";"0";"0.0";;;"38"
"2459220";"0";"35.0";;;"50"
"2459230";"0";"0.0";;;"50"
"2459225";"0";"35.0";;;"50"
"2510220";"0";"0.0";;;"23"
"2510290";"0";"0.0";;;"0"
"2510285";"0";"0.0";;;"34"
"2700330";"0";"35.0";;;"30"
"2700325";"0";"35.0";;;"50"
"2700815";"0";"0.0";;;"20"
"2700810";"0";"0.0";;;"30"
"2700805";"0";"0.0";;;"50"
"2530510";"0";"0.0";;;"36"
"2291210";"0";"0.0";;;"51"
"2510501";"0";"0.0";;;"0"
"2510505";"0";"0.0";;;"0"
"2510515";"0";"0.0";;;"0"
"2510510";"0";"0.0";;;"0"
"2510520";"0";"0.0";;;"0"
"2510475";"0";"0.0";;;"30"
"2510470";"0";"0.0";;;"0"
"2510465";"0";"0.0";;;"0"
"2510450";"0";"0.0";;;"20"
"2510445";"0";"0.0";;;"20"
"2700338";"0";"0.0";;;"0"
"2510530";"0";"0.0";;;"50"
"2510535";"0";"0.0";;;"50"
"2510540";"0";"0.0";;;"20"
"2700335";"0";"35.0";;;"0"
"2510455";"0";"0.0";;;"0"
"2510460";"0";"35.0";;;"36"
"2510375";"0";"35.0";;;"50"
"2510370";"0";"0.0";;;"0"
"2700305";"0";"35.0";;;"0"
"2700310";"0";"35.0";;;"50"
"2510430";"0";"0.0";;;"50"
"2510420";"0";"0.0";;;"0"
"2510425";"0";"0.0";;;"0"
"2510496";"0";"0.0";;;"0"
"2700315";"0";"35.0";;;"50"
"2700320";"0";"35.0";;;"50"
"2510345";"0";"0.0";;;"50"
"2510555";"0";"35.0";;;"0"
"2510560";"0";"35.0";;;"50"
"2510550";"0";"35.0";;;"0"
"2510545";"0";"35.0";;;"0"
"2510440";"0";"0.0";;;"50"
"2510435";"0";"0.0";;;"50"
"2510415";"0";"0.0";;;"0"
"2510405";"0";"0.0";;;"50"
"2510410";"0";"35.0";;;"0"
"2510490";"0";"0.0";;;"0"
"2510495";"0";"0.0";;;"0"
